"date Y-m-d m:s";"gas adc";"LPG PPM"
"2025-11-15 16:50:18";151;19.13
"2025-11-15 16:50:47";150.97;19.12
"2025-11-15 16:51:17";149.38;18.62
"2025-11-15 16:51:47";148.16;18.25
"2025-11-15 16:52:17";146.92;17.87
"2025-11-15 16:52:48";145.97;17.59
"2025-11-15 16:53:18";144.91;17.27
"2025-11-15 16:53:48";144;17.01
"2025-11-15 16:54:18";143.25;16.79
"2025-11-15 16:54:48";138.22;15.36
"2025-11-15 16:55:18";132.66;13.89
"2025-11-15 16:55:48";132.74;13.92
"2025-11-15 16:56:18";133.05;14
"2025-11-15 16:56:48";136;14.77
"2025-11-15 16:57:18";135.82;14.72
"2025-11-15 16:57:48";135.80;14.72
"2025-11-15 16:58:18";135.41;14.61
"2025-11-15 16:58:48";138.02;15.31
"2025-11-15 16:59:18";137.30;15.11
"2025-11-15 16:59:48";136.61;14.93
"2025-11-15 17:00:18";137;15.03
"2025-11-15 17:00:48";137;15.03
"2025-11-15 17:01:18";136.99;15.03
"2025-11-15 17:01:48";136.61;14.93
"2025-11-15 17:02:18";136;14.77
"2025-11-15 17:02:48";136.61;14.93
"2025-11-15 17:03:18";137;15.03
"2025-11-15 17:03:48";136.97;15.02
"2025-11-15 17:04:18";136.53;14.92
"2025-11-15 17:04:48";136;14.77
"2025-11-15 17:05:18";136.02;14.77
"2025-11-15 17:05:48";135.89;14.73
"2025-11-15 17:06:18";135.80;14.72
"2025-11-15 17:06:48";135.71;14.68
"2025-11-15 17:07:18";135.38;14.60
"2025-11-15 17:07:48";135.02;14.51
"2025-11-15 17:08:18";135.55;14.64
"2025-11-15 17:08:48";135.94;14.76
"2025-11-15 17:09:19";135.77;14.71
"2025-11-15 17:09:49";135.32;14.59
"2025-11-15 17:10:19";135.02;14.51
"2025-11-15 17:10:49";135;14.51
"2025-11-15 17:11:19";135;14.51
"2025-11-15 17:11:49";135;14.51
"2025-11-15 17:12:19";135;14.51
"2025-11-15 17:12:49";134.77;14.44
"2025-11-15 17:13:19";134.52;14.38
"2025-11-15 17:13:49";134.02;14.25
"2025-11-15 17:14:19";134;14.23
"2025-11-15 17:14:49";134;14.23
"2025-11-15 17:15:19";134;14.23
"2025-11-15 17:15:49";134;14.23
"2025-11-15 17:16:19";134;14.23
"2025-11-15 17:16:49";134;14.23
"2025-11-15 17:17:19";133.78;14.18
"2025-11-15 17:17:49";133.02;13.98
"2025-11-15 17:18:19";132.69;13.90
"2025-11-15 17:18:49";131.83;13.68
"2025-11-15 17:19:19";130.30;13.31
"2025-11-15 17:19:49";131.33;13.56
"2025-11-15 17:20:19";131.32;13.56
"2025-11-15 17:20:49";131.99;13.72
"2025-11-15 17:21:19";131.38;13.56
"2025-11-15 17:21:49";131.17;13.52
"2025-11-15 17:22:19";131.22;13.52
"2025-11-15 17:22:49";131.07;13.50
"2025-11-15 17:23:19";131.77;13.67
"2025-11-15 17:23:49";130.88;13.44
"2025-11-15 17:24:19";131.11;13.51
"2025-11-15 17:24:49";130.89;13.44
"2025-11-15 17:25:19";130.97;13.47
"2025-11-15 17:25:50";131.30;13.55
"2025-11-15 17:26:20";131.52;13.60
"2025-11-15 17:26:50";132.66;13.89
"2025-11-15 17:27:20";132.52;13.85
"2025-11-15 17:27:50";132.02;13.73
"2025-11-15 17:28:20";132;13.72
"2025-11-15 17:28:50";131.94;13.72
"2025-11-15 17:29:20";131.05;13.48
"2025-11-15 17:29:50";131.35;13.56
"2025-11-15 17:30:20";131.03;13.48
"2025-11-15 17:30:50";130.41;13.32
"2025-11-15 17:31:20";131.38;13.57
"2025-11-15 17:31:50";132.47;13.85
"2025-11-15 17:32:20";133;13.98
"2025-11-15 17:32:50";133;13.98
"2025-11-15 17:33:20";133;13.98
"2025-11-15 17:33:50";133;13.98
"2025-11-15 17:34:20";133;13.98
"2025-11-15 17:34:50";133;13.98
"2025-11-15 17:35:20";133;13.98
"2025-11-15 17:35:50";133;13.98
"2025-11-15 17:36:20";133;13.98
"2025-11-15 17:36:50";133;13.98
"2025-11-15 17:37:20";133;13.98
"2025-11-15 17:37:50";133;13.98
"2025-11-15 17:38:20";133;13.98
"2025-11-15 17:38:50";133;13.98
"2025-11-15 17:39:20";133;13.98
"2025-11-15 17:39:50";133;13.98
"2025-11-15 17:40:20";133;13.98
"2025-11-15 17:40:50";133;13.98
"2025-11-15 17:41:20";133;13.98
"2025-11-15 17:41:50";132.99;13.97
"2025-11-15 17:42:21";132.63;13.89
"2025-11-15 17:42:51";132.10;13.76
"2025-11-15 17:43:21";132;13.72
"2025-11-15 17:43:51";132;13.72
"2025-11-15 17:44:21";131.63;13.64
"2025-11-15 17:44:51";131.03;13.48
"2025-11-15 17:45:21";130.97;13.47
"2025-11-15 17:45:51";130.72;13.40
"2025-11-15 17:46:21";130.30;13.31
"2025-11-15 17:46:51";130.02;13.22
"2025-11-15 17:47:21";130;13.22
"2025-11-15 17:47:51";130;13.22
"2025-11-15 17:48:21";130;13.22
