"date Y-m-d m:s";gas adc;LPG PPM;Theoretical Warmup;Warmup End;Curve: Power-law (3)
2025-07-03 00:26:22;130.91;5.120469397601864;122;;
2025-07-03 00:26:52;130.58;5.08903889713775;122;;
2025-07-03 00:27:22;129.66;5.002077103429471;122;;
2025-07-03 00:27:52;129.66;5.002077103429471;122;;
2025-07-03 00:28:23;129.32;4.970184977483254;122;;
2025-07-03 00:28:53;128.97;4.937492962316772;122;;
2025-07-03 00:29:23;129.77;5.012423506405697;122;;
2025-07-03 00:29:53;129.88;5.022783793541428;122;;
2025-07-03 00:30:23;130.83;5.112838326744699;122;;
2025-07-03 00:30:53;131.16;5.144364225546254;122;;
2025-07-03 00:31:23;131.47;5.174094401306613;122;;
2025-07-03 00:31:53;131.47;5.174094401306613;122;;
2025-07-03 00:32:23;131.03;5.131929885198133;122;;
2025-07-03 00:32:53;130.69;5.099501752935274;122;;
2025-07-03 00:33:23;128.91;4.931902660982161;122;;
2025-07-03 00:33:53;129.05;4.944953087460103;122;;
2025-07-03 00:34:23;128.75;4.917015259609181;122;;
2025-07-03 00:34:53;129.08;4.94775251791518;122;;
2025-07-03 00:35:23;129.36;4.973930123203637;122;;
2025-07-03 00:35:53;129.07;4.946819260250312;122;;
2025-07-03 00:36:23;130.83;5.112838326744699;122;;
2025-07-03 00:36:53;130.96;5.125242575793781;122;;
2025-07-03 00:37:23;129.80;5.015247661868342;122;;
2025-07-03 00:37:53;130.97;5.1261975585217225;122;;
2025-07-03 00:38:23;129.97;5.031270726661555;122;;
2025-07-03 00:38:53;131.80;5.20586528350787;122;;
2025-07-03 00:39:23;132;5.2251820321317926;122;;
2025-07-03 00:39:53;132;5.2251820321317926;122;;
2025-07-03 00:40:23;132;5.2251820321317926;122;;
2025-07-03 00:40:53;132;5.2251820321317926;122;;
2025-07-03 00:41:23;132;5.2251820321317926;122;;
2025-07-03 00:41:53;132;5.2251820321317926;122;;
2025-07-03 00:42:23;132;5.2251820321317926;122;;
2025-07-03 00:42:53;132;5.2251820321317926;122;;
2025-07-03 00:43:23;132;5.2251820321317926;122;;
2025-07-03 00:43:53;132;5.2251820321317926;122;;
2025-07-03 00:44:23;132;5.2251820321317926;122;;
2025-07-03 00:44:54;132;5.2251820321317926;122;;
2025-07-03 00:45:24;132;5.2251820321317926;122;;
2025-07-03 00:45:54;132;5.2251820321317926;122;;
2025-07-03 00:46:24;132;5.2251820321317926;122;;
2025-07-03 00:46:54;132;5.2251820321317926;122;;
2025-07-03 00:47:24;132;5.2251820321317926;122;;
2025-07-03 00:47:54;131.97;5.222281549300279;122;;
2025-07-03 00:48:24;131.91;5.216483729721223;122;;
2025-07-03 00:48:54;131.67;5.1933343668570995;122;;
2025-07-03 00:49:24;131.30;5.157776953515592;122;;
2025-07-03 00:49:54;131.02;5.130974208055671;122;;
2025-07-03 00:50:24;131;5.12906320103077;122;;
2025-07-03 00:50:54;130.47;5.07859000465358;122;;
2025-07-03 00:51:24;129.91;5.025611737454124;122;;
2025-07-03 00:51:54;129.33;4.971121092318546;122;;
2025-07-03 00:52:24;129.82;5.017131006009758;122;;
2025-07-03 00:52:54;130.99;5.128107871132099;122;;
2025-07-03 00:53:24;131;5.12906320103077;122;;
2025-07-03 00:53:54;130.57;5.08808842098652;122;;
2025-07-03 00:54:24;130.16;5.049218157706805;122;;
2025-07-03 00:54:54;129.63;4.999257765401406;122;;
2025-07-03 00:55:24;128.78;4.919804424817966;122;;
2025-07-03 00:55:54;128.82;4.9235249071027045;122;;
2025-07-03 00:56:24;128.83;4.9244553126093535;122;;
2025-07-03 00:56:54;129.16;4.955222690766882;122;;
2025-07-03 00:57:24;131.27;5.154900884552949;122;;
2025-07-03 00:57:54;132;5.2251820321317926;122;;
2025-07-03 00:58:24;132;5.2251820321317926;122;;
2025-07-03 00:58:54;132;5.2251820321317926;122;;
2025-07-03 00:59:24;132;5.2251820321317926;122;;
2025-07-03 00:59:54;132;5.2251820321317926;122;;
2025-07-03 01:00:24;132;5.2251820321317926;122;;
