"count"	"date Y-m-d m:s"	"gas adc"	"LPG PPM" 
1	"2023-09-18 22:15:16"	88.07	0
2	"2023-09-18 22:15:36"	132.07	21
3	"2023-09-18 22:15:56"	122.43	14
4	"2023-09-18 22:16:16"	118	11
5	"2023-09-18 22:16:36"	116	10
6	"2023-09-18 22:16:56"	115.07	10
7	"2023-09-18 22:17:16"	115	10
8	"2023-09-18 22:17:36"	115	10
9	"2023-09-18 22:17:56"	115	10
10	"2023-09-18 22:18:16"	114.57	9
11	"2023-09-18 22:18:36"	114.50	9
12	"2023-09-18 22:18:56"	114.21	9
13	"2023-09-18 22:19:16"	114	9
14	"2023-09-18 22:19:36"	114	9
15	"2023-09-18 22:19:56"	114	9
16	"2023-09-18 22:20:16"	114	9
17	"2023-09-18 22:20:36"	114	9
18	"2023-09-18 22:20:56"	114	9
19	"2023-09-18 22:21:16"	114	9
20	"2023-09-18 22:21:36"	114	9
21	"2023-09-18 22:21:56"	114	9
22	"2023-09-18 22:22:16"	114	9
23	"2023-09-18 22:22:36"	114	9
24	"2023-09-18 22:22:56"	114	9
25	"2023-09-18 22:23:16"	114	9
26	"2023-09-18 22:23:36"	114	9
27	"2023-09-18 22:23:56"	114	9
28	"2023-09-18 22:24:16"	113.79	9
29	"2023-09-18 22:24:36"	113.21	9
30	"2023-09-18 22:24:56"	113.21	9
31	"2023-09-18 22:25:16"	113.29	9
32	"2023-09-18 22:25:36"	113.21	9
33	"2023-09-18 22:25:56"	113.07	9
34	"2023-09-18 22:26:15"	113	9
35	"2023-09-18 22:26:35"	113.21	9
36	"2023-09-18 22:26:55"	113	9
37	"2023-09-18 22:27:15"	113	9
38	"2023-09-18 22:27:35"	113	9
39	"2023-09-18 22:27:55"	113	9
40	"2023-09-18 22:28:15"	113	9
41	"2023-09-18 22:28:35"	113	9
42	"2023-09-18 22:28:55"	113	9
43	"2023-09-18 22:29:15"	113	9
44	"2023-09-18 22:29:35"	113	9
45	"2023-09-18 22:29:55"	113	9
46	"2023-09-18 22:30:15"	113	9
47	"2023-09-18 22:30:35"	113	9
48	"2023-09-18 22:30:55"	113	9
49	"2023-09-18 22:31:15"	113	9
50	"2023-09-18 22:31:35"	113	9
51	"2023-09-18 22:31:55"	113	9
52	"2023-09-18 22:32:15"	113	9
53	"2023-09-18 22:32:35"	113	9
54	"2023-09-18 22:32:55"	113	9
55	"2023-09-18 22:33:15"	113	9
56	"2023-09-18 22:33:35"	113	9
57	"2023-09-18 22:33:55"	113	9
58	"2023-09-18 22:34:15"	113	9
59	"2023-09-18 22:34:35"	113	9
60	"2023-09-18 22:34:55"	113	9
61	"2023-09-18 22:35:15"	113	9
62	"2023-09-18 22:35:35"	113	9
63	"2023-09-18 22:35:55"	113	9
64	"2023-09-18 22:36:15"	113	9
65	"2023-09-18 22:36:35"	113	9
66	"2023-09-18 22:36:55"	113	9
67	"2023-09-18 22:37:15"	113	9
68	"2023-09-18 22:37:35"	112.93	8
69	"2023-09-18 22:37:55"	113	9
70	"2023-09-18 22:38:15"	113	9
71	"2023-09-18 22:38:35"	113	9
72	"2023-09-18 22:38:55"	113	9
73	"2023-09-18 22:39:15"	113	9
74	"2023-09-18 22:39:35"	112.93	8
75	"2023-09-18 22:39:55"	112.93	8
76	"2023-09-18 22:40:15"	113	9
77	"2023-09-18 22:40:35"	113	9
78	"2023-09-18 22:40:55"	113	9
79	"2023-09-18 22:41:15"	113	9
80	"2023-09-18 22:41:35"	113	9
81	"2023-09-18 22:41:55"	113	9
82	"2023-09-18 22:42:15"	113	9
83	"2023-09-18 22:42:35"	113	9
84	"2023-09-18 22:42:55"	113	9
85	"2023-09-18 22:43:15"	113	9
86	"2023-09-18 22:43:35"	113	9
87	"2023-09-18 22:43:55"	113	9
88	"2023-09-18 22:44:15"	112.93	8
89	"2023-09-18 22:44:35"	113	9
90	"2023-09-18 22:44:55"	113	9
91	"2023-09-18 22:45:15"	113	9
92	"2023-09-18 22:45:35"	113	9
93	"2023-09-18 22:45:55"	113	9
94	"2023-09-18 22:46:15"	112	8
95	"2023-09-18 22:46:35"	112	8
96	"2023-09-18 22:46:55"	112	8
97	"2023-09-18 22:47:15"	112.71	8
98	"2023-09-18 22:47:35"	112.86	8
99	"2023-09-18 22:47:55"	112.71	8
100	"2023-09-18 22:48:15"	112.64	8
101	"2023-09-18 22:48:35"	112	8
102	"2023-09-18 22:48:55"	112	8
103	"2023-09-18 22:49:15"	112	8
104	"2023-09-18 22:49:35"	112	8
105	"2023-09-18 22:49:55"	112	8
106	"2023-09-18 22:50:15"	112	8
107	"2023-09-18 22:50:35"	112.07	8
108	"2023-09-18 22:50:55"	112.93	8
109	"2023-09-18 22:51:15"	112.93	8
110	"2023-09-18 22:51:35"	112.43	8
111	"2023-09-18 22:51:55"	112.86	8
112	"2023-09-18 22:52:15"	112.36	8
113	"2023-09-18 22:52:35"	112.07	8
114	"2023-09-18 22:52:55"	112.64	8
115	"2023-09-18 22:53:15"	112.57	8
116	"2023-09-18 22:53:35"	112.71	8
117	"2023-09-18 22:53:55"	112.71	8
118	"2023-09-18 22:54:15"	112.29	8
119	"2023-09-18 22:54:35"	112.57	8
120	"2023-09-18 22:54:55"	112.79	8
121	"2023-09-18 22:55:15"	112.57	8
122	"2023-09-18 22:55:35"	113	9
123	"2023-09-18 22:55:55"	112.64	8
124	"2023-09-18 22:56:15"	112.86	8
125	"2023-09-18 22:56:35"	112.79	8
126	"2023-09-18 22:56:55"	112.36	8
127	"2023-09-18 22:57:15"	113	9
128	"2023-09-18 22:57:35"	112.57	8
129	"2023-09-18 22:57:55"	112.14	8
130	"2023-09-18 22:58:15"	112.50	8
131	"2023-09-18 22:58:35"	112.43	8
132	"2023-09-18 22:58:55"	112.14	8
133	"2023-09-18 22:59:15"	112.14	8
134	"2023-09-18 22:59:35"	112.07	8
135	"2023-09-18 22:59:55"	112	8
136	"2023-09-18 23:00:15"	112	8
137	"2023-09-18 23:00:35"	112	8
138	"2023-09-18 23:00:55"	112	8
139	"2023-09-18 23:01:15"	112	8
140	"2023-09-18 23:01:35"	112	8
141	"2023-09-18 23:01:55"	112	8
142	"2023-09-18 23:02:15"	112	8
143	"2023-09-18 23:02:35"	112	8
144	"2023-09-18 23:02:55"	112	8
145	"2023-09-18 23:03:15"	112	8
146	"2023-09-18 23:03:35"	112	8
147	"2023-09-18 23:03:55"	112	8
148	"2023-09-18 23:04:15"	112	8
149	"2023-09-18 23:04:35"	112	8
150	"2023-09-18 23:04:55"	112	8
151	"2023-09-18 23:05:15"	112	8
152	"2023-09-18 23:05:35"	112	8
153	"2023-09-18 23:05:55"	112	8
154	"2023-09-18 23:06:15"	112	8
155	"2023-09-18 23:06:35"	112	8
156	"2023-09-18 23:06:55"	110	0
157	"2023-09-18 23:07:15"	109	0
158	"2023-09-18 23:07:35"	110.43	0
159	"2023-09-18 23:07:55"	110	0
160	"2023-09-18 23:08:15"	110	0
161	"2023-09-18 23:08:35"	111	8
162	"2023-09-18 23:08:55"	111	8
163	"2023-09-18 23:09:15"	111.71	8
164	"2023-09-18 23:09:35"	112	8
165	"2023-09-18 23:09:55"	112	8
166	"2023-09-18 23:10:15"	112	8
167	"2023-09-18 23:10:35"	112	8
168	"2023-09-18 23:10:55"	112	8
169	"2023-09-18 23:11:15"	112	8
170	"2023-09-18 23:11:35"	112	8
171	"2023-09-18 23:11:55"	112	8
172	"2023-09-18 23:12:15"	112	8
173	"2023-09-18 23:12:35"	112	8
174	"2023-09-18 23:12:55"	112	8
175	"2023-09-18 23:13:15"	112	8
176	"2023-09-18 23:13:35"	112	8
177	"2023-09-18 23:13:55"	112	8
178	"2023-09-18 23:14:15"	112	8
179	"2023-09-18 23:14:35"	112	8
180	"2023-09-18 23:14:55"	112	8
181	"2023-09-18 23:15:15"	112	8
182	"2023-09-18 23:15:35"	112	8
183	"2023-09-18 23:15:55"	112	8
184	"2023-09-18 23:16:15"	112	8
185	"2023-09-18 23:16:35"	112	8
186	"2023-09-18 23:16:55"	112	8
187	"2023-09-18 23:17:15"	112	8
188	"2023-09-18 23:17:35"	112	8
189	"2023-09-18 23:17:55"	112	8
190	"2023-09-18 23:18:15"	112	8
191	"2023-09-18 23:18:35"	112	8
192	"2023-09-18 23:18:55"	112	8
193	"2023-09-18 23:19:15"	112	8
194	"2023-09-18 23:19:35"	112	8
195	"2023-09-18 23:19:55"	112	8
196	"2023-09-18 23:20:15"	112	8
197	"2023-09-18 23:20:35"	112	8
198	"2023-09-18 23:20:55"	112	8
199	"2023-09-18 23:21:15"	112	8
200	"2023-09-18 23:21:35"	112	8
201	"2023-09-18 23:21:55"	112	8
202	"2023-09-18 23:22:15"	112	8
203	"2023-09-18 23:22:35"	112	8
204	"2023-09-18 23:22:55"	111.86	8
205	"2023-09-18 23:23:15"	112	8
206	"2023-09-18 23:23:35"	112	8
207	"2023-09-18 23:23:55"	112	8
208	"2023-09-18 23:24:15"	112	8
209	"2023-09-18 23:24:35"	112	8
210	"2023-09-18 23:24:55"	112	8
211	"2023-09-18 23:25:15"	112	8
212	"2023-09-18 23:25:35"	112	8
213	"2023-09-18 23:25:55"	112	8
214	"2023-09-18 23:26:15"	112	8
215	"2023-09-18 23:26:35"	112	8
216	"2023-09-18 23:26:55"	112	8
217	"2023-09-18 23:27:15"	112	8
218	"2023-09-18 23:27:35"	112	8
219	"2023-09-18 23:27:55"	112	8
220	"2023-09-18 23:28:15"	112	8
221	"2023-09-18 23:28:35"	112	8
222	"2023-09-18 23:28:55"	112	8
223	"2023-09-18 23:29:15"	112	8
224	"2023-09-18 23:29:35"	112	8
