"date Y-m-d m:s";"gas adc";"LPG PPM"
"2025-11-15 15:18:38";122.91;5.07
"2025-11-15 15:19:08";110.48;0
"2025-11-15 15:19:38";96.83;0
"2025-11-15 15:20:08";88.76;0
"2025-11-15 15:20:39";82.87;0
"2025-11-15 15:21:09";80.08;0
"2025-11-15 15:21:39";78.41;0
"2025-11-15 15:22:09";76.77;0
"2025-11-15 15:22:39";75.56;0
"2025-11-15 15:23:09";74.06;0
"2025-11-15 15:23:39";72.97;0
"2025-11-15 15:24:09";71.76;0
"2025-11-15 15:24:39";71.55;0
"2025-11-15 15:25:09";71.26;0
"2025-11-15 15:25:39";70.75;0
"2025-11-15 15:26:10";70.30;0
"2025-11-15 15:26:40";69.40;0
"2025-11-15 15:27:10";67.54;0
"2025-11-15 15:27:40";65.94;0
"2025-11-15 15:28:10";65.15;0
"2025-11-15 15:28:40";64.55;0
"2025-11-15 15:29:10";64.08;0
"2025-11-15 15:29:40";63.84;0
"2025-11-15 15:30:10";63.59;0
"2025-11-15 15:30:40";63.38;0
"2025-11-15 15:31:10";72.33;0
"2025-11-15 15:31:41";78.91;0
"2025-11-15 15:32:11";76.62;0
"2025-11-15 15:32:41";73.91;0
"2025-11-15 15:33:11";72.98;0
"2025-11-15 15:33:41";72.23;0
"2025-11-15 15:34:11";71.83;0
"2025-11-15 15:34:41";71.16;0
"2025-11-15 15:35:11";70.68;0
"2025-11-15 15:35:41";70.29;0
"2025-11-15 15:36:11";69.12;0
"2025-11-15 15:36:42";67.29;0
"2025-11-15 15:37:12";69.44;0
"2025-11-15 15:37:42";72.27;0
"2025-11-15 15:38:12";74.06;0
"2025-11-15 15:38:42";76.25;0
"2025-11-15 15:39:12";73.73;0
"2025-11-15 15:39:42";72.20;0
"2025-11-15 15:40:12";72.08;0
"2025-11-15 15:40:42";71.56;0
"2025-11-15 15:41:12";71.06;0
"2025-11-15 15:41:42";70.33;0
"2025-11-15 15:42:13";69.48;0
"2025-11-15 15:42:43";68.76;0
"2025-11-15 15:43:13";67.86;0
"2025-11-15 15:43:43";66.66;0
"2025-11-15 15:44:13";65.76;0
"2025-11-15 15:44:43";65.38;0
"2025-11-15 15:45:13";65.16;0
"2025-11-15 15:45:43";64.91;0
"2025-11-15 15:46:13";64.45;0
"2025-11-15 15:46:43";64.19;0
"2025-11-15 15:47:14";63.88;0
"2025-11-15 15:47:44";63.43;0
"2025-11-15 15:48:14";63.77;0
"2025-11-15 15:48:44";63.77;0
"2025-11-15 15:49:14";63.75;0
"2025-11-15 15:49:44";63.63;0
"2025-11-15 15:50:14";63.66;0
"2025-11-15 15:50:44";63.56;0
"2025-11-15 15:51:14";63.56;0
"2025-11-15 15:51:44";63.86;0
"2025-11-15 15:52:14";63.86;0
"2025-11-15 15:52:45";63.75;0
"2025-11-15 15:53:15";63.58;0
"2025-11-15 15:53:45";63.56;0
"2025-11-15 15:54:15";63.58;0
"2025-11-15 15:54:45";63.52;0
"2025-11-15 15:55:15";63.45;0
"2025-11-15 15:55:45";63.68;0
"2025-11-15 15:56:15";63.83;0
"2025-11-15 15:56:45";63.91;0
"2025-11-15 15:57:15";64.04;0
"2025-11-15 15:57:46";64.20;0
"2025-11-15 15:58:16";64.23;0
"2025-11-15 15:58:46";64.33;0
"2025-11-15 15:59:16";64.30;0
"2025-11-15 15:59:46";64.34;0
